,st1,st2,st3,st4
45,-4.614903862962008,-2.777385582772941,-3.0165133581220585,-5.123648535846544
46,-6.5710165852352835,-1.4267765452873395,-1.926358850071741,-4.757774590824391
47,-6.779625122030003,1.0903274878908933,1.7393329224206115,-5.054067745920484
48,-7.575160569297427,-0.7417814991386915,0.40410361574122156,-7.741375928282572
49,-7.378682279480211,-1.1537076178442014,-1.392139870441861,-6.854865192374282
50,-5.887215340433406,0.5937094405145393,-0.721803761709551,-4.21146771291401
51,-5.76853907797003,-0.1691589462286187,0.3825126459699506,-4.0960285150530416
52,-5.751848940353151,-2.229721730404614,-1.0422821710725283,-5.1946736874525286
53,-4.722207723805374,-1.2208314684268828,-1.829346090100374,-4.641821519487616
54,-3.658204174763761,-0.3908878576695568,-1.1125691266221043,-2.6467713532527397
55,-5.922855130364214,-0.8424652941747014,0.23696620845314498,-4.565562811382673
56,-4.9159638253959805,-0.40381143322826696,0.3098639855225074,-4.5422461962256495
57,-5.594354207405071,0.6679333092503178,0.016260284228250987,-5.767575908721826
58,-6.630707072086417,0.21776503485063858,-0.10407672122467854,-5.225073747995014
59,-7.655764702213329,0.532752189146229,1.009207614158924,-6.506976672249188
60,-5.472147132639367,-0.032522821488884635,-0.0035068617211294617,-4.896954103436369
61,-4.294315999937627,1.2259643299915355,0.9172660010041835,-3.4997690207954726
62,-6.491395430878347,1.6311917972619558,1.3811372920638436,-4.934407507690093
63,-4.662400419987341,0.29006696921477804,0.6074050031875635,-4.127444538459423
64,-4.530770332996953,1.031375819881852,0.7584356595799511,-4.609725074561484
65,-5.713102010051791,1.5980679462269907,1.0017093343444552,-4.328946602803988
66,-5.179364697360645,1.9841042876734103,2.201114093522107,-4.233152952703797
67,-5.629422722435242,2.9528220790754443,3.0180167042007566,-5.3634124292749235
68,-5.385069020009124,4.480684930035299,3.952101948870525,-4.638690047551648
69,-3.228791423026859,1.7949410001817956,1.190348022327247,-2.2319466837757425
70,-5.287280928126134,0.3556207710217094,-0.08883979749139637,-4.33128975430059
71,-5.073940998133195,2.3069037506367445,1.5246673804354853,-4.5305872684961175
72,-3.872841168460166,2.6939517886506215,2.9013469268757603,-3.9781951426713675
73,-2.7329917480306927,2.049403408830771,2.5451047418035833,-1.5552463550869584
74,-3.5459130493730715,2.3519240813906026,1.4748333682914585,-2.357557880629082
75,-3.342422723273689,0.659898462416562,-0.3517276098312667,-3.249818265896919
76,-2.2116106621780585,0.8187402265859243,0.946567495023201,-2.536164838969122
77,-2.5572920081600445,2.767596096807254,2.908411761103811,-1.667148199387178
78,-4.606351415174866,2.106959249164552,2.084258558980777,-3.5977846218663454
79,-2.15308780243674,1.7690260593787266,1.3482367471865246,-2.2919574922619605
80,-3.070720675173632,2.144316986032589,1.3105790776517767,-3.1376676847739944
81,-4.182388862589662,2.0299957792911245,1.9285529655347167,-2.7991766582186406
82,-2.4813014889533322,1.9995820043182913,2.1518928041721366,-2.1855383416897993
83,-3.221480979918937,2.5018240062347057,2.053206978744529,-3.2098510922131656
84,-3.9711071309745987,2.520516568075893,1.9183522812371188,-3.2030814587648537
85,-1.9852487405747687,2.2804787878053867,2.08221394032377,-1.5356615112612746
86,-2.2789582610669674,1.6927468203357277,1.4749453175549287,-1.8729632410645765
87,-4.440232744002918,2.473429839833865,2.0279125357503225,-3.7962633019556193
88,-6.285864038276711,2.6943902802548085,2.296283374721463,-6.2901668001558555
89,-5.006559885084638,3.189011898349655,3.143885912277245,-4.8000802553934845
90,-4.817418378855687,4.035408822718563,3.622364663508253,-3.568306141732278
91,-6.305005256370192,3.535771337788551,2.9288780105708474,-4.747627511948812
92,-6.802365739951872,2.767863534612206,2.199391707649466,-6.619667314319089
93,-5.184815498145847,2.78604248787953,2.1704289154891274,-5.099152139887627
94,-6.058391676853786,3.7398007228601546,3.3588691269904345,-4.558876288917936
95,-6.950700708515436,3.422912229929337,3.2364272712731914,-5.293587654458847
96,-5.303202170929712,2.538183187044151,2.1197791671942166,-5.231004915146771
97,-6.193022432460728,3.157493606084045,2.279790490636666,-5.786273771492237
98,-7.290549378677879,2.909078924539588,2.4202934396678746,-5.651031243052735
99,-4.070515075062388,3.272959537901664,3.3409432041455362,-3.1801946716890175
100,-3.715974211546058,2.854169004851955,2.37119870604177,-3.1945692478107226
101,-7.405351201405217,3.9914764935238845,3.28997334279349,-6.259276534192251
102,-6.257519948108556,4.233198512980709,3.6825488609890566,-5.967865154517319
103,-3.5696030382312127,3.9339729863646955,3.8153655055580113,-3.3696179859830284
104,-4.214780635036656,2.789545937650282,2.0709530163893892,-2.3067862244825053
105,-5.689265038547628,3.626157058825925,2.70772736254879,-4.503699535261953
106,-5.178429103734533,4.833167995552032,4.368176992000206,-5.808885097342646
107,-5.081151038895421,2.8110352342307046,2.9150988673091422,-4.851489315183268
108,-4.832585434216323,2.5087621770473385,1.8449258494101648,-2.9068360908338176
109,-4.687045947451235,4.0777788795389736,2.7416069202388638,-3.5849991073328136
110,-5.435905590230789,2.28864601832392,2.267515627831785,-5.526727606331763
111,-5.427311040290243,2.2211468631080886,2.5191953435214613,-5.145022390140906
112,-5.322745125450922,4.346700175629993,3.2827096347255345,-4.117335486673484
113,-4.645930018105583,2.684212318440326,2.1075441287716234,-3.391341266504971
114,-5.679812878745109,2.2118661212149675,2.3056084054830572,-5.224677289980237
115,-5.253615834362421,2.252262688900446,1.4694851358073644,-4.8728147756530715
116,-3.84885769918312,2.5280508906179544,2.037901867797456,-3.1328035915255232
117,-4.222849558214411,0.7736856578478213,0.7107266122221081,-2.9471948908809042
118,-5.89082335989919,2.403797717989283,2.25776585468134,-5.196837930714328
119,-3.6168470812811364,3.388709094808619,2.777927518340686,-3.690918263054596
120,-4.037068610890164,1.8290491461060834,1.9268297667310788,-3.4617117268018607
121,-5.034328319639115,0.9883135426444029,0.5865303487834886,-3.393727970282994
122,-5.094604159010687,3.6901256782796263,2.8101178899672554,-4.861772725545833
123,-6.116522277778886,5.165017495703448,5.123878428375159,-6.146475991333455
124,-5.439811676465686,0.8258104093425107,1.252985866018265,-4.403007404870202
125,-4.708118069158402,2.765233002143031,1.6396189051139922,-3.40025172436735
126,-5.551933893560495,6.654559678624384,5.012425047831667,-4.649576824627039
127,-5.450524591671913,4.079244889645954,5.0854835567769765,-5.185921268894456
128,-5.548828123652362,1.187574099365193,1.3607062572777902,-5.0962312974881865
129,-6.317958059640948,5.01030808530642,2.4823393884085836,-5.05686722743137
130,-6.109583711481114,5.324463742048311,4.434539465396687,-5.115765378566803
131,-3.745265686286471,1.9189670613994387,3.5682676698413487,-3.2418756478780297
132,-4.0220403988248865,1.831198638272702,0.9256066026090726,-3.1491657176272967
133,-6.086344885543333,4.800691179953823,2.4563287554210995,-4.997349902409892
134,-4.50816758723164,4.467138925389437,4.789904635722598,-4.420121380566014
135,-4.172790026296615,1.8983843183586153,3.0863694204850853,-3.8680969959867157
136,-5.868925946627117,3.6799490764393847,2.119103973958203,-4.303363037573548
137,-4.565951862884758,3.62111000850551,1.7373918555065477,-3.858419664525006
138,-4.425110997305984,3.199411336893866,3.965260872660502,-4.4501839643920285
139,-7.0691638363417395,3.4558454515163817,3.7264219534236327,-6.048230125208403
140,-7.0166260072069075,3.4618911038881772,2.2094786786613434,-6.057001532116255
141,-5.098388945333806,3.178223090174553,2.1019432034990384,-4.639327945626189
142,-5.774452429361328,4.156344496005614,4.159297464636334,-4.512933417984887
143,-5.605176460902951,4.7140751831377345,4.6929723788268385,-4.311176229008166
144,-5.9156682069844555,4.335763248555853,3.606457171014046,-5.692566826736709
145,-5.178498950652612,4.234377751393508,3.0851180328051426,-4.594012968783346
146,-4.8300556810785125,4.617571432378469,3.945249241503688,-3.711109359846779
147,-5.634465240555944,5.153644069996651,4.964794739503504,-4.498785566999271
148,-4.7207678032848674,4.903473997438644,4.369847951766451,-4.350397558495575
149,-4.0310411836453,5.310842586993605,4.275650302081395,-3.675276777104311
150,-5.808828524527754,5.012897428444165,4.062834415553359,-4.635818510046906
151,-4.508838292139676,2.4120797150683297,1.9872927365449429,-3.7044382370372517
152,-5.005285166373323,4.699793013262686,4.038274307967118,-4.861805326564372
153,-5.657084146261188,7.792259740322285,6.93222606196321,-4.6550196422400445
154,-5.046407580353254,5.395238184330978,5.506762291590778,-4.251115886864935
155,-4.409783199935065,4.089164864502282,3.233182788661226,-3.727713165847659
156,-5.817340028636407,6.153064537731642,3.9911113712990836,-5.017615352929173
157,-5.734897749000693,6.122701804545175,5.659303722150168,-5.04434608274204
158,-4.923204907779958,4.7075265348592135,5.274639008288581,-4.4545332392317984
159,-4.308503272919601,4.1728318272172364,2.8734765155673188,-3.2231927331947077
160,-5.918483608941649,4.860237941133971,3.002245031640827,-4.915156863855601
161,-5.632037089783645,3.962534963266398,3.7691571923176,-5.233998531894357
162,-4.880869946903432,4.089231036059483,4.461460400635647,-4.61429663500123
163,-6.679896005135603,4.370303539078688,3.305990471838097,-5.344847418069522
164,-3.8099901142051946,4.664398610893807,3.510358265275574,-2.698711381200141
165,-3.769853256975399,4.175306670311815,3.820430815405051,-3.5338949388732446
166,-7.2815001944393645,5.151412084095271,4.94409400284741,-6.283082038459429
167,-4.496310260665674,5.316868178324724,4.4195831164121575,-4.116299362309106
168,-4.222818877102878,6.758111679954258,5.924997576201024,-3.8368527170258235
169,-5.91097841213932,4.169434090450736,3.400346374294236,-4.132293791558938
170,-4.564326471655934,3.5491179868565634,2.893078855202175,-4.105271855133837
171,-4.569707596099837,6.5108056325954085,5.2378335348963585,-4.655510226155904
172,-5.941101560046247,8.28867755362219,8.066972553856901,-4.78181591254366
173,-5.929047451147505,5.255712655478826,5.222897524453518,-4.8958547198124505
174,-5.103254329695569,5.268057263195813,3.603135078227916,-4.698602796326837
175,-7.0644706249750815,7.159880606295768,5.02537967815073,-6.275930580866833
176,-8.093675915985754,7.725967156241487,7.917198923418302,-6.978798855052809
177,-6.44992883507045,5.887948332617213,6.0445089980682445,-5.803346711605009
178,-5.348031846374646,6.906965116983023,4.951595726426087,-4.190502935110491
179,-6.307669421064594,7.466169980875019,5.367705648085669,-4.78070887272758
180,-4.96572485406538,5.256617531016159,5.349183688197872,-4.355607962223339
181,-4.136704106512678,6.062542826698738,5.76138289252947,-3.9829472197967313
182,-5.918802594986122,7.790044236762235,5.967014923572761,-4.734139068507275
183,-5.909121128496675,7.828121848291293,6.895931236616317,-4.966153573011207
184,-6.695918326939341,6.493192790217905,6.125705541735216,-6.508338290739864
185,-7.348751584318822,6.383148021664559,5.094221125979655,-6.426912213660893
186,-7.557219521261148,7.924377366356295,6.283613265752432,-6.319107544310031
187,-6.746255641347917,7.625654058704675,7.040211586318331,-5.608869589829961
188,-6.276883840043723,6.9469479176037465,6.546682382888112,-5.349097369735374
189,-7.592680695388824,7.354423985652975,5.725075287196321,-6.548277879066222
190,-7.983423833843148,8.826866427197702,7.294717725669896,-7.087531133147547
191,-8.452624602530925,8.322148919321076,7.784213654841019,-7.669879574827607
192,-8.119186156023648,9.3979849217314,8.681886768074177,-6.767511799918718
193,-7.675952969398292,10.432009474841413,8.541852217455881,-6.2839083346309454
194,-7.640872197950386,9.924364248010392,8.457221079330306,-6.459404249941113
195,-8.74787678061476,7.776166810949534,6.64747378976548,-7.826266074184063
196,-6.341141807751993,9.593116724851221,8.081945875291346,-5.337445736809935
197,-5.3338742530607615,10.790357168880208,9.224883245767389,-4.119688688459687
198,-7.516733354641815,9.850547724340988,9.207941061860112,-5.965801704177267
199,-7.875864781627215,10.432845286043644,8.957038640862999,-7.478061329150312
200,-6.525795532818502,10.45691468075111,8.268352866541397,-6.328678028173558
201,-6.663300861799215,10.863684248126672,9.54939425378597,-4.932579683928983
202,-7.571974919929988,10.121822413862132,9.04456815724316,-5.784924179126934
203,-6.628722778982873,12.08870652541409,10.54568772081068,-6.340010589952513
204,-5.60098663697849,10.489304498261237,8.51830201091079,-5.24100414177763
205,-5.306114748884306,7.991557870637225,6.694473173764681,-3.627482816591476
206,-4.996214010412436,8.459516674869727,6.667061592480315,-3.700650823486792
207,-5.436813782869037,9.130200208350487,7.7737358252982505,-5.295729960622106
208,-5.08925397653181,7.4152402334357035,6.869478933511543,-4.782962750471518
209,-5.306985239525044,9.587824653668726,8.422182684406842,-4.233032617301635
210,-6.050404911092121,9.592763369937682,7.720245528734956,-4.840884332005952
211,-3.6897983070136604,6.727302999889547,5.887941888124912,-3.2513364115394827
212,-4.57349332876619,8.984413023300323,7.683156017305686,-4.1139810762606075
213,-3.881702130597855,9.500867334148115,7.906836979723975,-2.67812084222993
214,-3.8888674876209484,6.477455216880058,5.965167602002236,-3.553990835683208
215,-4.117430092307996,8.201140973843126,6.8327726618341575,-3.653994278249427
216,-2.9315797523307126,10.251417329723571,8.389973042038237,-2.414025439530083
217,-3.222004043231778,7.789770074542018,7.404396947321641,-2.5095340457039055
218,-3.542804283597383,8.746775527739556,7.81246534836548,-2.9111823041816742
219,-3.4525719836297513,10.216228004798355,7.923222700888859,-3.3590408698300176
220,-3.739629593174128,10.575492795593858,9.555173111156929,-3.3408405082886516
221,-3.8537461824651573,9.905911027334401,9.184779741917895,-3.0598197896155765
222,-4.256876640814706,11.48106392170119,9.710612269662537,-3.6779352529338674
223,-2.384359891012573,11.429112698161523,9.297774669863609,-2.002390743258588
224,-3.018873872855206,9.127541764541604,8.004720222616559,-2.5059835771079366
225,-2.3531608071329475,12.533904643528736,11.076255585725402,-1.5384179903327913
226,-4.860394923931633,12.236684977485258,10.351498545501856,-4.844478497534279
227,-4.305079628503088,9.772280965722759,8.745057801062654,-4.0046719188343625
228,-2.2101901924933403,10.265697831736938,8.119528144985466,-1.8030484782225025
229,-3.730687911534831,11.590019444600454,9.544519043637465,-2.4082625198742775
230,-3.4942583499263047,10.957568434326916,10.217317145066211,-2.906592534988088
231,-1.8847894160375573,10.485353888305875,9.371469833939333,-2.4144865487973575
232,-2.968677803040927,11.77797570150446,9.401123560460455,-2.3252731384377636
233,-3.2267414437899578,13.383635367415321,11.538034061116326,-2.0960079294535343
234,0.4470842584178869,11.716071660023458,10.838094239395092,0.3894778795401761
235,-0.5898063472577028,10.026014641396173,8.378733277895655,-0.5444316572888998
236,-2.4472257653259946,10.687013917511758,7.922198735961105,-1.6914484007903836
237,-1.4184258853537302,10.939899601905497,9.405589645187838,-1.8888163719852007
238,-0.3962552036720253,8.70185002724816,8.3183879897572,-0.5465920841432521
239,-2.814544586137024,10.245079702474463,8.69971192958682,-1.8331295530298717
240,-2.761038566991182,10.696208971013,8.290823130595985,-2.387283033709366
241,1.367949219366831,9.124511512636321,8.256987493409458,0.7227637123292343
242,0.7461154421578409,9.435508525172013,8.421389045799284,1.3841561152360615
243,-1.254021841815124,9.01467751642598,7.125804025925285,-0.2220591943218183
244,1.0852383804253511,8.103995650373367,6.679483059441249,-0.02714244904195917
245,3.431385381417722,9.437561628604607,8.382091942298196,2.669509219626709
246,1.4490325402435618,10.160151674335234,9.085466953436436,2.610170303599719
247,2.670549301794652,8.494447540580477,7.325331138550052,2.748907366870583
248,4.639387944453121,10.465451076196398,8.751644761833363,2.8609200572040896
249,3.163310264322237,9.537315633020622,7.861306206484385,2.906287167408795
250,4.095030841802299,8.183880125204809,7.490082417380913,4.480650023237292
251,2.396382248889115,9.144109395418708,7.531759410481959,1.4207287241330935
252,1.8522883198895697,6.914337542657677,5.293478759839573,0.9554157941944026
253,3.5247669532766217,9.07161460822844,8.22707426472809,2.998245922750849
254,2.324550337087597,10.135876093472914,8.972177585177045,2.6657144638379378
255,1.477843537362771,7.155488171567799,6.359428249392544,1.3755470800626326
256,2.017886992207382,9.65383374351616,7.90737067553854,0.7706046134393996
257,1.740149158491249,11.326429060242777,9.44199407814454,1.3776695677652586
258,4.185140208116479,9.338075173210242,9.088573426346484,4.72178823152254
259,4.029034160941059,8.355601608114577,7.006927057890362,3.7983990503830363
260,2.326034995883078,10.246661479110836,7.656084594654568,1.5604510750042029
261,4.431676119203945,8.652288710049941,7.451590949768133,3.246728383913221
262,4.544181609885093,8.761322002401762,8.60258045537225,4.224629780982531
263,3.910570302458818,9.45933130496044,7.683686747840416,4.321696572471877
264,4.436076822915073,9.237852475845317,7.451172549195144,3.3589576607720133
265,6.295975734889678,10.039892357899998,8.986612359163802,4.960414587393873
266,3.7642902994522753,10.15885969630777,9.14155728271323,3.53990437158558
267,4.240756307268804,9.812312288969654,8.348618861304512,4.089768300392339
268,5.944599454313432,10.144153419841642,8.296428154716553,4.425919700982847
269,3.7721526143597703,9.520728548734215,8.084859005200228,3.246349590450575
270,4.513861328992661,10.373814425001063,9.31955332654565,4.355839460750428
271,4.865514969777639,12.012336595074006,10.53539986077918,3.747713938466969
272,5.8248958978176075,11.518573273755965,10.017630084572618,5.246409261453735
273,5.708078986454644,11.454021897697004,9.826411223085756,5.197390551655009
274,5.778723084457414,10.948195254125029,8.96250980512517,5.0762392253685364
275,5.9126946714576105,10.327924651922167,8.75535577414958,4.714926877944095
276,6.714183654814325,9.489235519011856,8.068998956340788,5.865942780502689
277,4.434156778086663,11.49115366454642,10.023168072261859,3.8352068543917874
278,4.859853034377966,11.023288931762446,9.540274241593673,4.042977208593625
279,5.657342538766708,11.208936065482828,10.005582221430261,4.350277842490913
280,5.323019664983842,10.680270842256657,8.69161383770418,5.07533622250607
281,4.851349254771717,10.324274955114278,8.622989463214285,4.450325896148111
282,5.890621313820259,10.932164053420806,9.502784375866952,4.70181182213232
283,4.96745033058719,11.859655603757373,10.580242475912451,3.9473228004217633
284,6.448380169733758,11.123886810607685,9.618171523908355,6.1309837623296435
285,8.81808651958873,10.98007499763968,9.151975770257426,8.013500215919859
286,6.625269674161393,11.56916544533728,9.651320970410357,5.7877187006641995
287,5.8286287816162226,11.611385255611804,10.291832471382229,4.581015266767931
288,7.969814580799783,10.06566400022893,8.73278472677951,6.25042059261518
289,8.93507463628564,10.735325736163192,8.81420205486004,8.47046014672081
290,8.947041510466441,11.362886927046034,9.462210525998108,8.733107754652815
291,7.060769931145505,10.586274754653067,9.634857237611614,5.28392636875102
292,7.191793186532806,10.949963345928914,9.57603311427803,5.087623189207852
293,7.397617866474711,10.667438289084767,8.5712289595748,6.426488644952345
294,6.11079056528801,10.441358270524704,8.869393131320246,6.122787022961564
295,4.842147962486374,10.432195934966128,9.176716931307578,3.7364717182598577
296,6.613187600654855,11.011418887156465,9.614055950211826,4.7977895522406495
297,5.6337851023274,11.570913992186924,9.904406873563678,4.990942234615093
298,6.289080307645932,9.986234621267815,8.419140598620709,6.509230987229845
299,7.620862690688208,10.814370227216752,9.242843236737729,6.303566082969026
300,5.599733568435049,13.658174864699388,11.917209070996686,4.225716953698695
301,4.445728931500161,10.469801159709453,9.319557161008603,3.63921235726768
302,5.7097367541672135,8.924315500152467,7.368094022366496,4.78790688513649
303,7.411902366976678,10.893793757624044,8.15042997298019,6.866194982757158
304,4.9966232862729445,10.908744694782012,9.833600236736725,4.586462823238567
305,3.277669321798775,11.146978625642722,10.918558150283266,2.1479612661684135
306,5.6065223788257175,11.054572073635038,9.045890893867458,3.9423496812369154
307,6.2516388751482195,10.230077347548388,7.751684069349189,6.10284160499149
308,3.7061376516175484,11.246363328694,9.822302113211846,4.178791004833452
309,5.8921874002447705,10.817190713425564,9.955628681504258,4.427461759635195
310,7.04007513767994,11.400871734752945,10.029249974086763,5.159113484925611
311,5.503723005441692,11.77308719715391,9.487023584141154,5.818838763278412
312,4.459209721149106,12.604403693634623,10.994494332779567,4.100224959070125
313,5.912731688837825,11.349982028208643,10.083952810729233,4.030054843459745
314,5.905963386539065,14.300686259214567,12.613576244355471,4.873729890998135
315,2.6189612154556086,14.82308435764384,12.536075799350224,2.914649669762089
316,4.226157124208984,13.203212309154685,11.769609259118273,3.419925994154129
317,4.08937324514373,13.43429401204219,11.19388953733788,2.4990783173017865
318,2.9902640150303106,13.750174645695168,11.262232040829812,3.1706163927887534
319,2.0517135956031174,12.594296522589133,11.038393456136905,1.895804996035153
320,5.2161608665487424,12.699554002173874,11.145613714092265,4.277600230889391
321,4.933629524718184,12.669295911021072,10.43822295847985,4.308474061203434
322,3.692886585672244,12.890394624021292,11.007144297047,3.936409467427384
323,5.305963831617256,11.997038370780846,10.411124768417135,4.1490034225642365
324,4.204764293276548,12.820694473815877,11.119957108175429,2.989116518247953
325,1.234297721490785,14.072703113994875,12.01063707793921,1.1526858042397499
326,2.8637458741992226,12.289499878396471,10.66094877982106,2.2951928857221677
327,5.188442960552248,13.319061192265227,11.521942869072966,4.426801716632009
328,3.208984930692466,13.917536995884426,11.572647116885403,3.5081884887105854
329,3.1589124292663517,14.112741640816841,12.57734834571367,2.7690623668005108
330,5.501194623748853,14.053893067601672,12.276793296766728,3.898311557301301
331,3.106935395933503,15.063117567092139,12.798306291088457,2.7931176951899053
332,2.712725274640338,13.703601973016886,11.451424402003049,2.991098673070882
333,6.512865410543686,13.434157074224435,11.623518341964207,5.256779396636529
334,4.698224145984614,15.945025210185028,13.766397800917858,4.028205979329627
335,0.7349104309378145,14.511252537273927,12.642152072861903,0.8352933717600082
336,3.358580248950279,11.289952685585158,9.49440063814953,1.947567000457106
337,4.618763201129152,11.639524315821982,8.847876229563417,3.7030283491855154
338,2.696502170267549,11.248164907233328,9.196957349440044,3.758152704874221
339,1.690872181423555,9.045844607586186,8.497441067732176,1.2255779137814438
340,3.529423671592921,9.789085150268619,8.347535176318342,1.676326082210164
341,1.2805264566793184,12.311941225790367,10.053508620964285,1.0321180330759212
342,1.7470626711825918,10.340301136190792,9.278654786180171,2.7146420833683744
343,4.721542778887086,9.686485272766832,8.770409324437932,3.9216827817615925
344,4.503052999511455,11.218168190692511,8.80902299769402,3.7844500982550313
345,0.9930971774407662,11.071715073355035,9.429097139221616,0.8903156067522491
346,2.869218527707587,9.889919437997333,9.163724983196383,2.0407642132459323
347,1.5917688581683769,10.290974529968658,8.648126816589539,0.6705401490457388
348,1.0726497025777764,11.418973537907537,9.284264742892299,1.7094487439867017
349,2.1101519616022433,9.511052698910742,8.307625872163502,1.7860249667884427
350,1.062740222448359,10.494748906286969,9.44357140769021,0.5119426392216228
351,1.0992478552910854,12.356832943881997,10.370210062031482,0.9481487245560944
352,1.9558476745697508,10.728354642804725,9.351158989305455,1.7767368967465074
353,2.5271552580637984,10.881680561151295,9.517944847154812,2.5253890369800205
354,1.8263208754106712,11.25894057830958,9.138898299646666,1.6205528547258186
355,1.9417663328905117,10.463485404728328,8.993211669734146,1.4034519820618188
356,0.44109995558202164,10.673849312420113,9.414707704977664,-0.08342285255011261
357,-0.19916826472057847,10.956301345765416,9.29053519836201,-0.17973259504167738
358,0.6315061006068754,10.247327764371422,8.647409264135568,0.49968960470617124
359,1.044268639457888,9.660752734800711,8.171608741335275,1.1125882674354772
360,0.2913927892309305,9.834169531818748,8.298082759943338,0.4192428934349736
361,1.804499709027036,11.114574077907518,9.744816339636062,1.5306445661139452
362,0.8561108462298064,8.537697095891032,7.300797872045078,0.4867519368497941
363,-0.06334052597404638,9.024659070804821,7.573920211153076,0.12936662511488
364,1.2233929216483366,10.397251216437859,8.432690498118125,0.8691356996388926
365,1.1208180935153742,10.235154475744638,9.481216709613,0.9572627986594741
366,0.7567150066097816,9.854252283718166,8.880147819091082,1.024838861168543
367,0.4035957970602203,7.337546411361087,5.303502959162747,0.10663746676223207
368,2.2200579468732564,9.195506905199876,7.3725715629536435,1.8161126012705016
369,1.421066392699843,10.538291061762736,9.58324387851821,1.4318217607405455
370,1.5850846940819072,8.722467890076992,8.524315467240227,1.826221175420772
371,2.0484680942493565,8.040174432879397,6.207568383251518,1.3088453336406423
372,3.239824269542793,10.437449257894079,7.955063016249614,2.865740220589881
373,1.0407974084705096,9.54311543821549,8.835383756078734,1.0689895490805033
374,1.6032563842973362,10.057474215226335,9.905588323094154,1.3957424955461515
375,2.485015220567326,11.042147233691322,8.814041712352582,1.5452772004343451
376,1.969991164002036,12.42605494983722,10.331232968237707,2.1169997520028807
377,2.751574766794031,10.397686753533133,9.328333498027124,2.862078072245626
378,1.6603613664614882,8.48437299051979,7.293575080518468,0.9724070125282371
379,0.22770846991313332,11.384345830623802,8.99328073459536,-0.31541201553069187
380,0.5662521301454683,12.416380390416823,10.941448241519652,0.26334104679030423
381,1.688079267938496,10.008945675481563,9.719912824078898,1.8490855867063556
382,-0.8844690747021544,8.71070212385591,6.7111195115366415,-0.626439638424942
383,-0.5441349997245815,10.467308660244734,7.63995781662245,-0.8522205637495754
